5	93	86	8	4.000000	2.000000	0.0000
5	96	77	9	4.000000	2.000000	0.0000
5	100	92	10	16.000000	2.000000	0.0000
5	101	91	11	8.000000	2.000000	0.0000
5	102	91	12	4.000000	2.000000	0.0000
5	88	99	13	4.000000	2.000000	0.0000
5	88	98	13	8.000000	2.000000	0.0000
5	90	96	14	16.000000	2.000000	0.0000
5	87	25	15	4.000000	2.000000	0.0000
5	93	35	15	4.000000	2.000000	0.0000
5	93	98	15	4.000000	2.000000	0.0000
5	88	94	15	32.000000	2.000000	0.0000
5	84	24	16	4.000000	2.000000	0.0000
5	103	91	12	4.000000	4.000000	0.0000
5	87	98	12	8.000000	4.000000	0.0000
5	91	64	18	4.000000	2.000000	0.0000
5	87	84	18	4.000000	2.000000	0.0000
5	73	97	18	4.000000	2.000000	0.0000
5	88	67	18	8.000000	2.000000	0.0000
5	87	86	18	8.000000	2.000000	0.0000
5	74	98	18	8.000000	2.000000	0.0000
5	88	88	18	16.000000	2.000000	0.0000
5	74	98	18	16.000000	2.000000	0.0000
5	88	24	15	4.000000	4.000000	0.0000
5	93	35	15	4.000000	4.000000	0.0000
5	101	99	20	4.000000	2.000000	0.0000
5	101	98	20	8.000000	2.000000	0.0000
5	87	36	21	4.000000	2.000000	0.0000
5	83	86	21	4.000000	2.000000	0.0000
5	99	96	21	4.000000	2.000000	0.0000
5	92	64	17	4.000000	4.000000	0.0000
5	100	96	21	8.000000	2.000000	0.0000
5	88	63	22	4.000000	2.000000	0.0000
5	87	84	18	4.000000	4.000000	0.0000
5	85	63	22	8.000000	2.000000	0.0000
5	91	79	18	8.000000	4.000000	0.0000
5	78	63	23	4.000000	2.000000	0.0000
5	73	98	19	4.000000	4.000000	0.0000
5	102	99	19	4.000000	4.000000	0.0000
5	86	86	19	8.000000	4.000000	0.0000
5	73	98	19	8.000000	4.000000	0.0000
5	88	84	19	16.000000	4.000000	0.0000
5	74	98	19	16.000000	4.000000	0.0000
5	88	88	19	32.000000	4.000000	0.0000
5	86	78	24	4.000000	2.000000	0.0000
5	87	36	20	4.000000	4.000000	0.0000
5	81	51	20	4.000000	4.000000	0.0000
5	87	77	24	8.000000	2.000000	0.0000
5	101	97	20	8.000000	4.000000	0.0000
5	90	94	24	32.000000	2.000000	0.0000
5	92	96	20	64.000000	4.000000	0.0000
5	85	38	21	8.000000	4.000000	0.0000
5	90	94	25	16.000000	2.000000	0.0000
5	92	92	26	4.000000	2.000000	0.0000
5	74	99	26	4.000000	2.000000	0.0000
5	77	86	22	4.000000	4.000000	0.0000
5	91	92	26	8.000000	2.000000	0.0000
5	82	61	27	4.000000	2.000000	0.0000
5	88	64	23	4.000000	4.000000	0.0000
5	82	87	23	4.000000	4.000000	0.0000
5	78	98	27	8.000000	2.000000	0.0000
5	87	65	23	8.000000	4.000000	0.0000
5	87	78	23	8.000000	4.000000	0.0000
5	87	78	24	4.000000	4.000000	0.0000
5	77	62	25	4.000000	4.000000	0.0000
5	94	93	25	8.000000	4.000000	0.0000
5	82	96	29	32.000000	2.000000	0.0000
5	77	23	26	4.000000	4.000000	0.0000
5	76	41	26	4.000000	4.000000	0.0000
5	79	37	26	8.000000	4.000000	0.0000
5	74	98	26	8.000000	4.000000	0.0000
5	70	91	31	4.000000	2.000000	0.0000
5	80	29	27	4.000000	4.000000	0.0000
5	80	88	31	16.000000	2.000000	0.0000
5	65	99	32	4.000000	2.000000	0.0000
5	81	86	32	8.000000	2.000000	0.0000
5	66	99	32	8.000000	2.000000	0.0000
5	68	98	32	16.000000	2.000000	0.0000
5	81	67	33	4.000000	2.000000	0.0000
5	81	84	33	4.000000	2.000000	0.0000
5	94	95	36	4.000000	2.000000	0.0000
5	94	96	36	8.000000	2.000000	0.0000
5	80	90	32	32.000000	4.000000	0.0000
5	80	85	33	4.000000	4.000000	0.0000
5	65	100	33	4.000000	4.000000	0.0000
5	81	86	33	8.000000	4.000000	0.0000
5	66	99	33	8.000000	4.000000	0.0000
5	82	86	33	16.000000	4.000000	0.0000
5	68	98	33	16.000000	4.000000	0.0000
5	80	67	38	4.000000	2.000000	0.0000
5	84	77	39	4.000000	2.000000	0.0000
5	85	77	39	8.000000	2.000000	0.0000
5	86	96	39	32.000000	2.000000	0.0000
5	91	93	40	4.000000	2.000000	0.0000
5	94	94	36	4.000000	4.000000	0.0000
5	89	93	40	8.000000	2.000000	0.0000
5	94	95	36	8.000000	4.000000	0.0000
5	72	102	41	4.000000	2.000000	0.0000
5	77	101	42	8.000000	2.000000	0.0000
5	80	98	42	16.000000	2.000000	0.0000
5	83	67	39	4.000000	4.000000	0.0000
5	85	76	39	4.000000	4.000000	0.0000
5	80	98	43	32.000000	2.000000	0.0000
5	66	100	46	4.000000	2.000000	0.0000
5	82	96	42	32.000000	4.000000	0.0000
5	82	68	47	4.000000	2.000000	0.0000
5	80	87	47	4.000000	2.000000	0.0000
5	80	89	47	8.000000	2.000000	0.0000
5	66	101	47	8.000000	2.000000	0.0000
5	80	90	47	16.000000	2.000000	0.0000
5	96	99	50	8.000000	2.000000	0.0000
5	94	98	51	4.000000	2.000000	0.0000
5	83	68	47	4.000000	4.000000	0.0000
5	80	87	47	4.000000	4.000000	0.0000
5	66	101	47	4.000000	4.000000	0.0000
5	94	98	51	8.000000	2.000000	0.0000
5	81	69	47	8.000000	4.000000	0.0000
5	80	89	47	8.000000	4.000000	0.0000
5	67	101	47	8.000000	4.000000	0.0000
5	76	26	48	4.000000	4.000000	0.0000
5	77	33	48	4.000000	4.000000	0.0000
5	77	65	48	4.000000	4.000000	0.0000
5	84	80	48	4.000000	4.000000	0.0000
5	82	86	48	16.000000	4.000000	0.0000
5	88	98	52	32.000000	2.000000	0.0000
5	82	92	48	32.000000	4.000000	0.0000
5	81	68	53	4.000000	2.000000	0.0000
5	84	80	53	4.000000	2.000000	0.0000
5	82	36	49	4.000000	4.000000	0.0000
5	84	80	53	8.000000	2.000000	0.0000
5	90	96	53	16.000000	2.000000	0.0000
5	90	96	54	4.000000	2.000000	0.0000
5	90	96	54	8.000000	2.000000	0.0000
5	71	103	55	4.000000	2.000000	0.0000
5	84	79	53	4.000000	4.000000	0.0000
5	92	96	53	4.000000	4.000000	0.0000
5	85	80	53	8.000000	4.000000	0.0000
5	92	96	53	8.000000	4.000000	0.0000
5	90	96	53	16.000000	4.000000	0.0000
5	80	98	57	32.000000	2.000000	0.0000
5	83	67	54	4.000000	4.000000	0.0000
5	69	102	55	4.000000	4.000000	0.0000
5	78	90	59	16.000000	2.000000	0.0000
5	76	26	56	4.000000	4.000000	0.0000
5	77	32	56	4.000000	4.000000	0.0000
5	80	89	60	8.000000	2.000000	0.0000
5	82	69	61	4.000000	2.000000	0.0000
5	80	87	61	4.000000	2.000000	0.0000
5	65	101	61	4.000000	2.000000	0.0000
5	75	89	57	4.000000	4.000000	0.0000
5	65	101	61	8.000000	2.000000	0.0000
5	80	96	57	32.000000	4.000000	0.0000
5	94	98	65	4.000000	2.000000	0.0000
5	83	68	61	4.000000	4.000000	0.0000
5	80	87	61	4.000000	4.000000	0.0000
5	65	102	61	4.000000	4.000000	0.0000
5	94	98	65	8.000000	2.000000	0.0000
5	80	89	61	8.000000	4.000000	0.0000
5	66	101	61	8.000000	4.000000	0.0000
5	82	88	61	16.000000	4.000000	0.0000
5	78	26	63	4.000000	4.000000	0.0000
5	85	79	68	4.000000	2.000000	0.0000
5	92	96	68	4.000000	2.000000	0.0000
5	86	80	68	8.000000	2.000000	0.0000
5	90	96	68	8.000000	2.000000	0.0000
5	94	96	65	4.000000	4.000000	0.0000
5	94	97	65	8.000000	4.000000	0.0000
5	77	102	70	8.000000	2.000000	0.0000
5	80	100	70	16.000000	2.000000	0.0000
5	86	78	67	4.000000	4.000000	0.0000
5	86	80	67	8.000000	4.000000	0.0000
5	82	100	71	32.000000	2.000000	0.0000
5	82	98	70	32.000000	4.000000	0.0000
5	67	101	75	4.000000	2.000000	0.0000
5	81	89	75	8.000000	2.000000	0.0000
5	67	101	75	8.000000	2.000000	0.0000
5	82	90	75	16.000000	2.000000	0.0000
5	81	87	76	4.000000	2.000000	0.0000
5	67	101	75	4.000000	4.000000	0.0000
5	68	101	75	8.000000	4.000000	0.0000
5	82	90	75	16.000000	4.000000	0.0000
5	82	94	75	32.000000	4.000000	0.0000
5	86	81	76	4.000000	4.000000	0.0000
5	81	88	76	4.000000	4.000000	0.0000
5	81	89	76	8.000000	4.000000	0.0000
5	87	81	81	4.000000	2.000000	0.0000
5	80	27	77	4.000000	4.000000	0.0000
5	78	34	77	4.000000	4.000000	0.0000
5	88	81	81	8.000000	2.000000	0.0000
5	93	98	81	8.000000	2.000000	0.0000
5	92	98	81	16.000000	2.000000	0.0000
5	90	98	81	32.000000	2.000000	0.0000
5	94	97	82	4.000000	2.000000	0.0000
5	76	102	83	4.000000	2.000000	0.0000
5	96	97	80	4.000000	4.000000	0.0000
5	81	101	84	8.000000	2.000000	0.0000
5	86	98	84	16.000000	2.000000	0.0000
5	80	90	85	4.000000	2.000000	0.0000
5	95	97	81	8.000000	4.000000	0.0000
5	84	98	85	32.000000	2.000000	0.0000
5	86	66	82	4.000000	4.000000	0.0000
5	87	81	82	4.000000	4.000000	0.0000
5	84	90	86	16.000000	2.000000	0.0000
5	85	88	88	8.000000	2.000000	0.0000
5	86	96	84	32.000000	4.000000	0.0000
5	90	67	89	4.000000	2.000000	0.0000
5	70	100	89	4.000000	2.000000	0.0000
5	80	89	85	4.000000	4.000000	0.0000
5	87	69	89	8.000000	2.000000	0.0000
5	71	100	89	8.000000	2.000000	0.0000
5	91	77	90	4.000000	2.000000	0.0000
5	86	85	90	4.000000	2.000000	0.0000
5	88	86	90	16.000000	2.000000	0.0000
5	99	96	93	4.000000	2.000000	0.0000
5	91	67	89	4.000000	4.000000	0.0000
5	85	86	89	4.000000	4.000000	0.0000
5	71	100	89	4.000000	4.000000	0.0000
5	99	96	93	8.000000	2.000000	0.0000
5	89	68	89	8.000000	4.000000	0.0000
5	86	87	89	8.000000	4.000000	0.0000
5	72	100	89	8.000000	4.000000	0.0000
5	91	76	90	4.000000	4.000000	0.0000
5	90	80	90	8.000000	4.000000	0.0000
5	90	84	90	16.000000	4.000000	0.0000
5	92	96	94	32.000000	2.000000	0.0000
5	88	90	90	32.000000	4.000000	0.0000
5	89	77	95	4.000000	2.000000	0.0000
5	94	94	95	16.000000	2.000000	0.0000
5	94	94	96	4.000000	2.000000	0.0000
5	82	25	92	4.000000	4.000000	0.0000
5	91	78	96	8.000000	2.000000	0.0000
5	94	94	96	8.000000	2.000000	0.0000
5	87	89	97	4.000000	2.000000	0.0000
5	99	94	93	4.000000	4.000000	0.0000
5	82	101	98	4.000000	2.000000	0.0000
5	82	99	98	8.000000	2.000000	0.0000
5	84	98	98	16.000000	2.000000	0.0000
5	90	77	95	4.000000	4.000000	0.0000
5	95	94	95	8.000000	4.000000	0.0000
5	96	94	96	4.000000	4.000000	0.0000
5	75	101	96	4.000000	4.000000	0.0000
5	82	98	100	32.000000	2.000000	0.0000
